1	1	2	0.014	150	186	0
2	1	3	0.211	150	186	0
3	1	5	0.085	150	186	0
4	2	4	0.127	150	186	0
5	2	6	0.192	150	186	0
6	3	9	0.119	150	186	0
7	3	24	0.084	225	279	0
8	4	9	0.104	150	186	0
9	5	10	0.088	150	186	0
10	6	10	0.061	150	186	0
11	7	8	0.061	150	186	1
12	8	9	0.165	150	186	0
13	8	10	0.165	150	186	0
14	9	11	0.084	360	446.4	0
15	9	12	0.084	360	446.4	0
16	10	11	0.084	360	446.4	0
17	10	12	0.084	360	446.4	0
18	11	13	0.075	400	496	0
19	11	14	0.042	400	496	0
20	12	13	0.048	400	496	0
21	12	23	0.097	400	496	0
22	13	23	0.087	400	496	0
23	14	16	0.059	300	372	0
24	15	16	0.017	300	372	0
25	15	21	0.049	300	372	0
26	15	21	0.049	300	372	0
27	15	24	0.052	225	279	0
28	16	17	0.026	225	279	0
29	16	19	0.023	225	279	0
30	17	18	0.014	225	279	0
31	17	22	0.105	225	279	0
32	18	21	0.026	225	279	0
33	18	21	0.026	225	279	0
34	19	20	0.04	450	558	0
35	19	20	0.04	450	558	0
36	20	23	0.022	450	558	0
37	20	23	0.022	450	558	0
38	21	22	0.068	450	558	0
